quarter,topic_id,source,document_count,composition,velocity_yoy,persistence,persistence_count,channel_diffusion,unique_ratio,evidence_strength,opportunity_score,trend_type,gap_pp,hold_reason,single_source,judged,tau,diffusion_tau,metric_version
2024Q4,무기자차,youtube_video,9,0.07087,-0.2913,0.5,2,0.605,1.0,52.1,,판정 보류,-1.84,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2025Q1,무기자차,youtube_video,8,0.04762,-0.6888,0.25,1,0.583,1.0,49.8,,근거 부족,2.81,,true,false,0.35,0.089,v0.2
2025Q2,무기자차,youtube_video,23,0.07443,-0.4945,0.0,0,0.71,1.0,74.7,,판정 보류,2.48,하락하지만 최고 분기(12.2%)의 절반 이상,true,false,0.35,0.089,v0.2
2025Q3,무기자차,youtube_video,15,0.08021,0.1416,0.0,0,0.692,1.0,65.7,,판정 보류,-2.12,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2025Q4,무기자차,youtube_video,12,0.08276,0.1551,0.25,1,0.658,1.0,60.2,,판정 보류,-3.81,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2026Q1,무기자차,youtube_video,10,0.0578,0.1938,0.25,1,0.574,1.0,53.1,,판정 보류,-0.91,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2026Q2,무기자차,youtube_video,33,0.10185,0.3136,0.5,2,0.758,1.0,83.1,,판정 보류,2.66,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2026Q3,무기자차,youtube_video,12,0.10714,0.2895,0.75,3,0.657,1.0,60.1,,미확정(진행 중),-2.24,,true,false,0.35,0.089,v0.2
2023Q3,밀림_들뜸,youtube_video,1,0.00752,,0.0,0,0.026,1.0,31.2,,근거 부족,0.22,,true,false,0.35,0.089,v0.2
2023Q4,밀림_들뜸,youtube_video,2,0.01724,,0.5,1,0.562,1.0,36.9,,근거 부족,-0.93,,true,false,0.35,0.089,v0.2
2024Q1,밀림_들뜸,youtube_video,2,0.01724,,0.667,2,0.559,1.0,36.7,,근거 부족,0.01,,true,false,0.35,0.089,v0.2
2024Q2,밀림_들뜸,youtube_video,1,0.00394,,0.5,2,0.021,1.0,30.8,,근거 부족,0.73,,true,false,0.35,0.089,v0.2
2024Q3,밀림_들뜸,youtube_video,0,0.0,,0.5,2,0.0,1.0,26.4,,근거 부족,1.32,,true,false,0.35,0.089,v0.2
2024Q4,밀림_들뜸,youtube_video,0,0.0,,0.25,1,0.0,1.0,26.4,,근거 부족,0.7,,true,false,0.35,0.089,v0.2
2025Q1,밀림_들뜸,youtube_video,2,0.0119,,0.25,1,0.548,1.0,36.0,,근거 부족,0.34,,true,false,0.35,0.089,v0.2
2025Q2,밀림_들뜸,youtube_video,3,0.00971,,0.25,1,0.554,1.0,39.5,,근거 부족,0.63,,true,false,0.35,0.089,v0.2
2025Q3,밀림_들뜸,youtube_video,0,0.0,,0.25,1,0.0,1.0,26.4,,근거 부족,1.1,,true,false,0.35,0.089,v0.2
2025Q4,밀림_들뜸,youtube_video,3,0.02069,,0.5,2,0.568,1.0,40.4,,근거 부족,-1.13,,true,false,0.35,0.089,v0.2
2026Q1,밀림_들뜸,youtube_video,2,0.01156,,0.5,2,0.538,1.0,35.4,,근거 부족,0.57,,true,false,0.35,0.089,v0.2
2026Q2,밀림_들뜸,youtube_video,9,0.02778,,0.75,3,0.53,1.0,49.3,,근거 부족,-0.85,,true,false,0.35,0.089,v0.2
2026Q3,밀림_들뜸,youtube_video,0,0.0,,0.75,3,0.0,1.0,26.4,,미확정(진행 중),1.33,,true,false,0.35,0.089,v0.2
2023Q3,발림성,youtube_video,4,0.03008,,0.0,0,0.605,1.0,44.9,,근거 부족,2.52,,true,false,0.35,0.089,v0.2
2023Q4,발림성,youtube_video,3,0.02586,,0.0,0,0.594,1.0,42.0,,근거 부족,0.86,,true,false,0.35,0.089,v0.2
2024Q1,발림성,youtube_video,5,0.0431,,0.0,0,0.598,1.0,47.1,,근거 부족,0.47,,true,false,0.35,0.089,v0.2
2024Q2,발림성,youtube_video,7,0.02756,,0.0,0,0.646,1.0,50.2,,판정 보류,2.63,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q3,발림성,youtube_video,7,0.0443,,0.0,0,0.624,1.0,49.6,,근거 부족,0.58,,true,false,0.35,0.089,v0.2
2024Q4,발림성,youtube_video,2,0.01575,,0.0,0,0.553,1.0,36.3,,근거 부족,1.11,,true,false,0.35,0.089,v0.2
2025Q1,발림성,youtube_video,10,0.05952,0.3228,0.25,1,0.707,1.0,59.2,43.8,채널 확산,-0.88,,true,true,0.35,0.089,v0.2
2025Q2,발림성,youtube_video,11,0.0356,0.256,0.25,1,0.617,1.0,56.5,,판정 보류,2.05,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2025Q3,발림성,youtube_video,15,0.08021,0.5936,0.5,2,0.568,1.0,59.7,61.1,급상승,-0.85,,true,true,0.35,0.089,v0.2
2025Q4,발림성,youtube_video,8,0.05517,,0.75,3,0.578,1.0,49.4,,근거 부족,1.19,,true,false,0.35,0.089,v0.2
2026Q1,발림성,youtube_video,8,0.04624,-0.2525,0.75,3,0.624,1.0,50.8,35.9,지속 인기,-0.77,,true,true,0.35,0.089,v0.2
2026Q2,발림성,youtube_video,19,0.05864,0.4991,1.0,4,0.63,1.0,66.3,83.0,급상승,-0.43,,true,true,0.35,0.089,v0.2
2026Q3,발림성,youtube_video,5,0.04464,-0.586,1.0,4,0.492,1.0,43.5,,미확정(진행 중),0.13,,true,false,0.35,0.089,v0.2
2023Q3,백탁,youtube_video,0,0.0,,0.0,0,0.0,1.0,26.4,,근거 부족,2.6,,true,false,0.35,0.089,v0.2
2023Q4,백탁,youtube_video,1,0.00862,,0.0,0,0.031,1.0,31.5,,근거 부족,1.12,,true,false,0.35,0.089,v0.2
2024Q1,백탁,youtube_video,0,0.0,,0.0,0,0.0,1.0,26.4,,근거 부족,2.03,,true,false,0.35,0.089,v0.2
2024Q2,백탁,youtube_video,3,0.01181,,0.25,1,0.562,1.0,40.0,,근거 부족,0.67,,true,false,0.35,0.089,v0.2
2024Q3,백탁,youtube_video,2,0.01266,,0.5,2,0.545,1.0,35.9,,근거 부족,0.06,,true,false,0.35,0.089,v0.2
2024Q4,백탁,youtube_video,1,0.00787,,0.5,2,0.026,1.0,31.2,,근거 부족,0.14,,true,false,0.35,0.089,v0.2
2025Q1,백탁,youtube_video,0,0.0,,0.5,2,0.0,1.0,26.4,,근거 부족,1.77,,true,false,0.35,0.089,v0.2
2025Q2,백탁,youtube_video,3,0.00971,,0.5,2,0.495,1.0,38.4,,근거 부족,1.35,,true,false,0.35,0.089,v0.2
2025Q3,백탁,youtube_video,2,0.0107,,0.5,2,0.538,1.0,35.4,,근거 부족,0.53,,true,false,0.35,0.089,v0.2
2025Q4,백탁,youtube_video,0,0.0,,0.5,2,0.0,1.0,26.4,,근거 부족,0.35,,true,false,0.35,0.089,v0.2
2026Q1,백탁,youtube_video,3,0.01734,,0.75,3,0.498,1.0,38.5,,근거 부족,-0.52,,true,false,0.35,0.089,v0.2
2026Q2,백탁,youtube_video,1,0.00309,,0.5,2,0.017,1.0,30.6,,근거 부족,2.25,,true,false,0.35,0.089,v0.2
2026Q3,백탁,youtube_video,2,0.01786,,0.5,2,0.54,1.0,35.5,,미확정(진행 중),4.04,,true,false,0.35,0.089,v0.2
2023Q3,성분_신제품,youtube_video,20,0.15038,,0.0,0,0.64,1.0,72.8,,판정 보류,-2.89,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2023Q4,성분_신제품,youtube_video,19,0.16379,,0.5,1,0.703,1.0,72.2,,판정 보류,-1.41,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q1,성분_신제품,youtube_video,20,0.17241,,0.667,2,0.606,1.0,69.0,,판정 보류,1.43,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q2,성분_신제품,youtube_video,29,0.11417,,0.5,2,0.677,1.0,78.7,,판정 보류,-0.13,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q3,성분_신제품,youtube_video,29,0.18354,0.1993,0.75,3,0.683,1.0,78.7,66.0,지속 인기,-2.93,,true,true,0.35,0.089,v0.2
2024Q4,성분_신제품,youtube_video,19,0.14961,-0.0906,0.5,2,0.664,1.0,69.7,,판정 보류,5.32,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2025Q1,성분_신제품,youtube_video,32,0.19048,0.0996,0.5,2,0.734,1.0,83.4,54.6,채널 확산,-1.97,,true,true,0.35,0.089,v0.2
2025Q2,성분_신제품,youtube_video,47,0.1521,0.2868,0.5,2,0.815,1.0,90.4,67.5,채널 확산,-4.86,,true,true,0.35,0.089,v0.2
2025Q3,성분_신제품,youtube_video,22,0.11765,-0.4448,0.25,1,0.651,1.0,72.7,,판정 보류,5.6,하락하지만 최고 분기(19.0%)의 절반 이상,true,false,0.35,0.089,v0.2
2025Q4,성분_신제품,youtube_video,21,0.14483,-0.0325,0.25,1,0.729,1.0,75.8,,판정 보류,2.46,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2026Q1,성분_신제품,youtube_video,28,0.16185,-0.1629,0.25,1,0.75,1.0,79.9,,판정 보류,3.9,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2026Q2,성분_신제품,youtube_video,44,0.1358,-0.1134,0.25,1,0.8,1.0,88.6,,판정 보류,0.88,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2026Q3,성분_신제품,youtube_video,19,0.16964,0.366,0.5,2,0.734,1.0,72.8,,미확정(진행 중),-1.95,,true,false,0.35,0.089,v0.2
2023Q3,유기자차,youtube_video,2,0.01504,,0.0,0,0.553,1.0,36.3,,근거 부족,1.64,,true,false,0.35,0.089,v0.2
2023Q4,유기자차,youtube_video,3,0.02586,,0.5,1,0.522,1.0,40.0,,근거 부족,0.72,,true,false,0.35,0.089,v0.2
2024Q1,유기자차,youtube_video,1,0.00862,,0.333,1,0.029,1.0,31.4,,근거 부족,3.19,,true,false,0.35,0.089,v0.2
2024Q2,유기자차,youtube_video,14,0.05512,,0.5,2,0.766,1.0,67.6,,판정 보류,0.72,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q3,유기자차,youtube_video,4,0.02532,,0.75,3,0.541,1.0,42.6,,근거 부족,0.49,,true,false,0.35,0.089,v0.2
2024Q4,유기자차,youtube_video,1,0.00787,,0.5,2,0.026,1.0,31.2,,근거 부족,1.43,,true,false,0.35,0.089,v0.2
2025Q1,유기자차,youtube_video,3,0.01786,,0.5,2,0.571,1.0,40.6,,근거 부족,1.92,,true,false,0.35,0.089,v0.2
2025Q2,유기자차,youtube_video,16,0.05178,-0.0625,0.5,2,0.639,1.0,63.9,,판정 보류,-0.39,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2025Q3,유기자차,youtube_video,2,0.0107,,0.25,1,0.019,1.0,34.2,,근거 부족,1.38,,true,false,0.35,0.089,v0.2
2025Q4,유기자차,youtube_video,2,0.01379,,0.25,1,0.545,1.0,35.9,,근거 부족,-0.32,,true,false,0.35,0.089,v0.2
2026Q1,유기자차,youtube_video,2,0.01156,,0.25,1,0.538,1.0,35.4,,근거 부족,1.38,,true,false,0.35,0.089,v0.2
2026Q2,유기자차,youtube_video,16,0.04938,-0.0474,0.25,1,0.628,1.0,63.6,,판정 보류,2.7,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2026Q3,유기자차,youtube_video,4,0.03571,,0.5,2,0.533,1.0,42.1,,미확정(진행 중),-0.1,,true,false,0.35,0.089,v0.2
2023Q3,자극_눈시림,youtube_video,9,0.06767,,0.0,0,0.626,1.0,53.8,,판정 보류,13.51,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2023Q4,자극_눈시림,youtube_video,4,0.03448,,0.0,0,0.567,1.0,44.2,,근거 부족,15.1,,true,false,0.35,0.089,v0.2
2024Q1,자극_눈시림,youtube_video,10,0.08621,,0.0,0,0.677,1.0,58.7,,판정 보류,5.42,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q2,자극_눈시림,youtube_video,24,0.09449,,0.25,1,0.684,1.0,74.0,,판정 보류,2.51,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q3,자극_눈시림,youtube_video,8,0.05063,-0.29,0.25,1,0.62,1.0,50.9,,판정 보류,9.13,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2024Q4,자극_눈시림,youtube_video,14,0.11024,,0.5,2,0.582,1.0,58.9,,판정 보류,5.64,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2025Q1,자극_눈시림,youtube_video,12,0.07143,-0.1881,0.5,2,0.677,1.0,60.7,,판정 보류,7.85,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2025Q2,자극_눈시림,youtube_video,28,0.09061,-0.0419,0.25,1,0.73,1.0,77.5,,판정 보류,6.66,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2025Q3,자극_눈시림,youtube_video,23,0.12299,0.8875,0.5,2,0.743,1.0,78.2,85.5,급상승,6.17,,true,true,0.35,0.089,v0.2
2025Q4,자극_눈시림,youtube_video,15,0.10345,-0.0636,0.5,2,0.755,1.0,69.5,43.8,채널 확산,12.13,,true,true,0.35,0.089,v0.2
2026Q1,자극_눈시림,youtube_video,28,0.16185,0.818,0.75,3,0.732,1.0,78.7,93.2,급상승,3.39,,true,true,0.35,0.089,v0.2
2026Q2,자극_눈시림,youtube_video,23,0.07099,-0.2441,0.75,3,0.673,1.0,74.2,45.9,지속 인기,5.29,,true,true,0.35,0.089,v0.2
2026Q3,자극_눈시림,youtube_video,13,0.11607,-0.0579,0.75,3,0.642,1.0,61.0,,미확정(진행 중),9.13,,true,false,0.35,0.089,v0.2
2023Q3,지속력_워터프루프,youtube_video,12,0.09023,,0.0,0,0.633,1.0,60.3,,판정 보류,-5.44,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2023Q4,지속력_워터프루프,youtube_video,9,0.07759,,0.0,0,0.629,1.0,55.6,,판정 보류,-6.17,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q1,지속력_워터프루프,youtube_video,10,0.08621,,0.0,0,0.677,1.0,58.7,,판정 보류,-3.99,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q2,지속력_워터프루프,youtube_video,22,0.08661,,0.0,0,0.761,1.0,77.7,,판정 보류,-4.84,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q3,지속력_워터프루프,youtube_video,19,0.12025,0.2873,0.25,1,0.649,1.0,69.4,,판정 보류,-5.97,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2024Q4,지속력_워터프루프,youtube_video,15,0.11811,0.4202,0.5,2,0.666,1.0,65.6,59.3,급상승,-9.13,,true,true,0.35,0.089,v0.2
2025Q1,지속력_워터프루프,youtube_video,17,0.10119,0.1603,0.75,3,0.678,1.0,68.2,60.7,지속 인기,-6.09,,true,true,0.35,0.089,v0.2
2025Q2,지속력_워터프루프,youtube_video,28,0.09061,0.0452,1.0,4,0.76,1.0,79.7,73.4,지속 인기,-4.08,,true,true,0.35,0.089,v0.2
2025Q3,지속력_워터프루프,youtube_video,21,0.1123,-0.0684,1.0,4,0.736,1.0,75.6,66.5,지속 인기,-7.1,,true,true,0.35,0.089,v0.2
2025Q4,지속력_워터프루프,youtube_video,15,0.10345,-0.1325,1.0,4,0.718,1.0,68.1,60.7,지속 인기,-8.11,,true,true,0.35,0.089,v0.2
2026Q1,지속력_워터프루프,youtube_video,14,0.08092,-0.2235,0.75,3,0.613,1.0,60.2,39.9,지속 인기,-5.15,,true,true,0.35,0.089,v0.2
2026Q2,지속력_워터프루프,youtube_video,29,0.08951,-0.0123,0.5,2,0.679,1.0,77.1,,판정 보류,-4.33,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2026Q3,지속력_워터프루프,youtube_video,10,0.08929,-0.2293,0.25,1,0.647,1.0,55.8,,미확정(진행 중),-4.64,,true,false,0.35,0.089,v0.2
2023Q3,촉촉함_건조함,youtube_video,36,0.27068,,1.0,1,0.792,1.0,87.3,,판정 보류,-5.81,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2023Q4,촉촉함_건조함,youtube_video,29,0.25,,1.0,2,0.851,1.0,88.4,,판정 보류,11.42,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q1,촉촉함_건조함,youtube_video,28,0.24138,,1.0,3,0.811,1.0,83.9,,판정 보류,-1.71,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q2,촉촉함_건조함,youtube_video,45,0.17717,,0.75,3,0.882,1.0,93.6,,판정 보류,0.64,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q3,촉촉함_건조함,youtube_video,34,0.21519,-0.2294,0.5,2,0.795,1.0,88.1,,판정 보류,1.0,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2024Q4,촉촉함_건조함,youtube_video,34,0.26772,0.0685,0.5,2,0.85,1.0,90.1,,판정 보류,9.24,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2025Q1,촉촉함_건조함,youtube_video,32,0.19048,-0.2368,0.25,1,0.771,1.0,83.4,,판정 보류,0.05,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2025Q2,촉촉함_건조함,youtube_video,55,0.17799,0.0047,0.25,1,0.839,1.0,91.8,,판정 보류,-1.11,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2025Q3,촉촉함_건조함,youtube_video,36,0.19251,-0.1114,0.25,1,0.813,1.0,87.5,,판정 보류,2.5,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2025Q4,촉촉함_건조함,youtube_video,41,0.28276,0.0547,0.25,1,0.847,1.0,91.0,,판정 보류,0.55,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2026Q1,촉촉함_건조함,youtube_video,40,0.23121,0.1938,0.5,2,0.855,1.0,90.5,,판정 보류,5.07,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2026Q2,촉촉함_건조함,youtube_video,59,0.1821,0.0228,0.5,2,0.813,1.0,91.2,,판정 보류,-2.05,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2026Q3,촉촉함_건조함,youtube_video,20,0.17857,-0.0752,0.5,2,0.712,1.0,73.0,,미확정(진행 중),-3.05,,true,false,0.35,0.089,v0.2
2023Q3,톤업_메이크업베이스,youtube_video,17,0.12782,,0.0,0,0.631,1.0,64.6,,판정 보류,-3.35,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2023Q4,톤업_메이크업베이스,youtube_video,14,0.12069,,0.0,0,0.654,1.0,62.3,,판정 보류,-8.23,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q1,톤업_메이크업베이스,youtube_video,12,0.10345,,0.0,0,0.741,1.0,65.4,,판정 보류,0.65,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q2,톤업_메이크업베이스,youtube_video,40,0.15748,,0.25,1,0.86,1.0,91.2,,판정 보류,0.14,전년 동분기 표본 부족,true,false,0.35,0.089,v0.2
2024Q3,톤업_메이크업베이스,youtube_video,23,0.14557,0.13,0.5,2,0.732,1.0,77.3,53.7,채널 확산,-3.2,,true,true,0.35,0.089,v0.2
2024Q4,톤업_메이크업베이스,youtube_video,19,0.14961,0.2148,0.75,3,0.755,1.0,74.7,67.8,채널 확산,-9.95,,true,true,0.35,0.089,v0.2
2025Q1,톤업_메이크업베이스,youtube_video,33,0.19643,0.6412,1.0,4,0.761,1.0,85.6,100.0,급상승,-2.08,,true,true,0.35,0.089,v0.2
2025Q2,톤업_메이크업베이스,youtube_video,45,0.14563,-0.0782,1.0,4,0.806,1.0,89.9,73.4,지속 인기,1.79,,true,true,0.35,0.089,v0.2
2025Q3,톤업_메이크업베이스,youtube_video,33,0.17647,0.1925,1.0,4,0.792,1.0,85.2,82.5,지속 인기,-8.12,,true,true,0.35,0.089,v0.2
2025Q4,톤업_메이크업베이스,youtube_video,17,0.11724,-0.2438,0.75,3,0.705,1.0,69.0,45.2,지속 인기,-5.49,,true,true,0.35,0.089,v0.2
2026Q1,톤업_메이크업베이스,youtube_video,19,0.10983,-0.5814,0.5,2,0.667,1.0,68.6,,판정 보류,-5.1,하락하지만 최고 분기(19.6%)의 절반 이상,true,false,0.35,0.089,v0.2
2026Q2,톤업_메이크업베이스,youtube_video,45,0.13889,-0.0474,0.25,1,0.764,1.0,87.0,,판정 보류,-4.55,변화가 tau 이내이나 지속성 부족,true,false,0.35,0.089,v0.2
2026Q3,톤업_메이크업베이스,youtube_video,15,0.13393,-0.2758,0.0,0,0.654,1.0,63.7,,미확정(진행 중),-4.3,,true,false,0.35,0.089,v0.2
2023Q3,혼합자차,youtube_video,0,0.0,,0.0,0,0.0,1.0,26.4,,근거 부족,0.43,,true,false,0.35,0.089,v0.2
2023Q4,혼합자차,youtube_video,1,0.00862,,0.5,1,0.031,1.0,31.5,,근거 부족,-0.73,,true,false,0.35,0.089,v0.2
2024Q1,혼합자차,youtube_video,1,0.00862,,0.667,2,0.029,1.0,31.4,,근거 부족,-0.43,,true,false,0.35,0.089,v0.2
2024Q2,혼합자차,youtube_video,9,0.03543,,0.75,3,0.631,1.0,53.0,,신규 등장,-2.08,,true,true,0.35,0.089,v0.2
2024Q3,혼합자차,youtube_video,1,0.00633,,0.75,3,0.023,1.0,31.0,,근거 부족,0.03,,true,false,0.35,0.089,v0.2
2024Q4,혼합자차,youtube_video,1,0.00787,,0.5,2,0.026,1.0,31.2,,근거 부족,-0.67,,true,false,0.35,0.089,v0.2
2025Q1,혼합자차,youtube_video,2,0.0119,,0.5,2,0.548,1.0,36.0,,근거 부족,-0.79,,true,false,0.35,0.089,v0.2
2025Q2,혼합자차,youtube_video,8,0.02589,-0.3138,0.5,2,0.591,1.0,49.0,,근거 부족,-0.9,,true,false,0.35,0.089,v0.2
2025Q3,혼합자차,youtube_video,1,0.00535,,0.5,2,0.019,1.0,30.7,,근거 부족,0.06,,true,false,0.35,0.089,v0.2
2025Q4,혼합자차,youtube_video,1,0.0069,,0.5,2,0.023,1.0,31.0,,근거 부족,-0.57,,true,false,0.35,0.089,v0.2
2026Q1,혼합자차,youtube_video,0,0.0,,0.25,1,0.0,1.0,26.4,,근거 부족,0.1,,true,false,0.35,0.089,v0.2
2026Q2,혼합자차,youtube_video,9,0.02778,0.0704,0.25,1,0.591,1.0,51.4,26.7,신규 등장,-1.57,,true,true,0.35,0.089,v0.2
2026Q3,혼합자차,youtube_video,0,0.0,,0.25,1,0.0,1.0,26.4,,미확정(진행 중),0.92,,true,false,0.35,0.089,v0.2
