quarter,category,topic_id,source,content_type,document_count,quarter_documents,quarter_mentions,composition,velocity_yoy,persistence,persistence_count,window_quarters,unique_ratio,channel_count,panel_channels,channel_diffusion,sample_ok,metric_version
2023Q3,선크림,혼합자차,youtube_comment,long_form,4,4454,922,0.00434,,0.0,0,1,1.0,3,19,0.0,False,v0.2
2023Q4,선크림,혼합자차,youtube_comment,long_form,1,3554,755,0.00132,,0.0,0,2,1.0,1,16,0.031,False,v0.2
2024Q1,선크림,혼합자차,youtube_comment,long_form,3,3530,691,0.00434,,0.0,0,3,1.0,2,17,0.029,False,v0.2
2024Q2,선크림,혼합자차,youtube_comment,long_form,26,5526,1781,0.0146,,0.25,1,4,1.0,12,24,0.631,True,v0.2
2024Q3,선크림,혼합자차,youtube_comment,long_form,7,4751,1057,0.00662,,0.5,2,4,1.0,5,22,0.023,True,v0.2
2024Q4,선크림,혼합자차,youtube_comment,long_form,1,4218,858,0.00117,,0.5,2,4,1.0,1,19,0.026,False,v0.2
2025Q1,선크림,혼합자차,youtube_comment,long_form,5,4726,1241,0.00403,,0.5,2,4,1.0,4,21,0.548,True,v0.2
2025Q2,선크림,혼합자차,youtube_comment,long_form,35,7556,2067,0.01693,0.1483,0.5,2,4,1.0,10,28,0.591,True,v0.2
2025Q3,선크림,혼합자차,youtube_comment,long_form,7,4829,1186,0.0059,-0.1152,0.5,2,4,1.0,4,26,0.019,True,v0.2
2025Q4,선크림,혼합자차,youtube_comment,long_form,1,3707,850,0.00118,,0.5,2,4,1.0,1,22,0.023,False,v0.2
2026Q1,선크림,혼합자차,youtube_comment,long_form,1,4202,986,0.00101,,0.5,2,4,1.0,1,26,0.0,False,v0.2
2026Q2,선크림,혼합자차,youtube_comment,long_form,27,6253,2227,0.01212,-0.3341,0.5,2,4,1.0,9,29,0.591,True,v0.2
2026Q3,선크림,혼합자차,youtube_comment,long_form,9,3005,979,0.00919,0.4431,0.5,2,4,1.0,7,25,0.0,True,v0.2
2023Q3,선크림,SPF_PA,youtube_comment,long_form,7,4454,922,0.00759,,0.0,0,1,1.0,2,19,0.623,True,v0.2
2023Q4,선크림,SPF_PA,youtube_comment,long_form,10,3554,755,0.01325,,0.5,1,2,1.0,5,16,0.676,True,v0.2
2024Q1,선크림,SPF_PA,youtube_comment,long_form,6,3530,691,0.00868,,0.667,2,3,1.0,4,17,0.674,True,v0.2
2024Q2,선크림,SPF_PA,youtube_comment,long_form,15,5526,1781,0.00842,,0.75,3,4,1.0,7,24,0.643,True,v0.2
2024Q3,선크림,SPF_PA,youtube_comment,long_form,16,4751,1057,0.01514,0.69,1.0,4,4,1.0,6,22,0.529,True,v0.2
2024Q4,선크림,SPF_PA,youtube_comment,long_form,1,4218,858,0.00117,,0.75,3,4,1.0,1,19,0.554,False,v0.2
2025Q1,선크림,SPF_PA,youtube_comment,long_form,6,4726,1241,0.00483,-0.5855,0.5,2,4,1.0,2,21,0.596,True,v0.2
2025Q2,선크림,SPF_PA,youtube_comment,long_form,18,7556,2067,0.00871,0.0334,0.5,2,4,1.0,9,28,0.665,True,v0.2
2025Q3,선크림,SPF_PA,youtube_comment,long_form,7,4829,1186,0.0059,-0.9418,0.25,1,4,1.0,5,26,0.58,True,v0.2
2025Q4,선크림,SPF_PA,youtube_comment,long_form,3,3707,850,0.00353,,0.25,1,4,1.0,2,22,0.539,False,v0.2
2026Q1,선크림,SPF_PA,youtube_comment,long_form,3,4202,986,0.00304,,0.25,1,4,1.0,2,26,0.553,False,v0.2
2026Q2,선크림,SPF_PA,youtube_comment,long_form,32,6253,2227,0.01437,0.5008,0.25,1,4,1.0,11,29,0.678,True,v0.2
2026Q3,선크림,SPF_PA,youtube_comment,long_form,8,3005,979,0.00817,0.3253,0.25,1,4,1.0,4,25,0.54,True,v0.2
2023Q3,선크림,성분_신제품,youtube_comment,long_form,112,4454,922,0.12148,,0.0,0,1,1.0,14,19,0.64,True,v0.2
2023Q4,선크림,성분_신제품,youtube_comment,long_form,113,3554,755,0.14967,,0.0,0,2,1.0,10,16,0.703,True,v0.2
2024Q1,선크림,성분_신제품,youtube_comment,long_form,129,3530,691,0.18669,,0.333,1,3,1.0,13,17,0.606,True,v0.2
2024Q2,선크림,성분_신제품,youtube_comment,long_form,201,5526,1781,0.11286,,0.25,1,4,1.0,16,24,0.677,True,v0.2
2024Q3,선크림,성분_신제품,youtube_comment,long_form,163,4751,1057,0.15421,0.2386,0.25,1,4,0.9939,16,22,0.683,True,v0.2
2024Q4,선크림,성분_신제품,youtube_comment,long_form,174,4218,858,0.2028,0.3038,0.5,2,4,1.0,11,19,0.664,True,v0.2
2025Q1,선크림,성분_신제품,youtube_comment,long_form,212,4726,1241,0.17083,-0.0888,0.5,2,4,1.0,18,21,0.734,True,v0.2
2025Q2,선크림,성분_신제품,youtube_comment,long_form,214,7556,2067,0.10353,-0.0863,0.5,2,4,1.0,23,28,0.815,True,v0.2
2025Q3,선크림,성분_신제품,youtube_comment,long_form,206,4829,1186,0.17369,0.119,0.75,3,4,1.0,20,26,0.651,True,v0.2
2025Q4,선크림,성분_신제품,youtube_comment,long_form,144,3707,850,0.16941,-0.1799,0.75,3,4,1.0,17,22,0.729,True,v0.2
2026Q1,선크림,성분_신제품,youtube_comment,long_form,198,4202,986,0.20081,0.1617,0.75,3,4,1.0,18,26,0.75,True,v0.2
2026Q2,선크림,성분_신제품,youtube_comment,long_form,322,6253,2227,0.14459,0.334,0.75,3,4,1.0,24,29,0.8,True,v0.2
2026Q3,선크림,성분_신제품,youtube_comment,long_form,147,3005,979,0.15015,-0.1456,0.5,2,4,1.0,20,25,0.734,True,v0.2
