# 형태<TAB>품사<TAB>점수
선크림	NNG	0
썬크림	NNG	0
선블록	NNG	0
자외선차단	NNG	0
자외선차단제	NNG	0
백탁	NNG	0
눈시림	NNG	0
발림성	NNG	0
촉촉함	NNG	0
지속력	NNG	0
재구매	NNG	0
끈적임	NNG	0
밀림	NNG	0
톤업	NNG	0
유분감	NNG	0
건조함	NNG	0
민감성	NNG	0
무기자차	NNG	0
유기자차	NNG	0
혼합자차	NNG	0
